DL Lesson	Simplified Chinese	Selected Pinyin	Simple English Definition	Clean CC-CEDICT English definition
Hobbies 3	功夫	gōng fu	GT: effort	skill / art / kung fu / labor / effort
Hobbies 3	功	gōng	GT: Gong	meritorious deed or service / achievement / result / service / accomplishment / work (physics)
Hobbies 3	文化	wén huà	GT: culture	culture / civilization / cultural / CL: 個｜个, 種｜种
Hobbies 3	历史	lì shǐ	GT: history	history / CL: 門｜门, 段
Hobbies 3	兴趣	xìng qù	GT: interest	interest (desire to know about sth) / interest (thing in which one is interested) / hobby / CL: 個｜个
Hobbies 3	感兴趣	gǎn xìng qù	GT: Interested	to be interested
Hobbies 3	历	lì	GT: calendar	calendar || to experience / to undergo / to pass through / all / each / every / history
Hobbies 3	趣	qù	GT: interest	interesting / to interest
Hobbies 3	史	shǐ	GT: history	surname Shi || history / annals / title of an official historian in ancient China
Hobbies 3	为了	wèi le	GT: in order to	in order to / for the purpose of / so as to
Hobbies 3	特别	tè bié	GT: particular	especially / special / particular / unusual
Hobbies 3	了解	liǎo jiě	GT: To understanding	to understand / to realize / to find out || to understand / to realize / to find out
Hobbies 3	麻将	má jiàng	GT: Mahjong	mahjong / CL: 副
Hobbies 3	特	tè	GT: special	special / unique / distinguished / especially / unusual / very
Hobbies 3	麻	má	GT: hemp	surname Ma || generic name for hemp, flax etc / hemp or flax fiber for textile materials / sesame / CL: 縷｜缕 / (of materials) rough or coarse / pocked / pitted / to have pins and needles or tingling / to feel numb
Hobbies 3	将	jiāng	GT: will	will / shall / to use / to take / to checkmate / just a short while ago / (introduces object of main verb, used in the same way as 把) || general / commander-in-chief (military) / king (chess piece) / to command / to lead || to desire / to invite / to request
Health 3	顾	gù	GT: Attend	surname Gu || to look after / to take into consideration / to attend to
Health 3	死	sǐ	GT: dead	to die / impassable / uncrossable / inflexible / rigid / extremely / damned
Health 3	闷	mēn	GT: stuffy	stuffy / shut indoors / to smother / to cover tightly || bored / depressed / melancholy / sealed / airtight / tightly closed
Health 3	腿	tuǐ	GT: leg	leg / CL: 條｜条 || hip bone / old variant of 腿
Health 3	照顾	zhào gu	GT: Look after	to take care of / to show consideration / to attend to / to look after
Health 3	公斤	gōng jīn	GT: kg	kilogram (kg)
Health 3	着急	zháo jí	GT: Worry	to worry / to feel anxious / Taiwan pr. [zhao1 ji2]
Health 3	瘦	shòu	GT: thin	thin / to lose weight / (of clothing) tight / (of meat) lean / (of land) unproductive
Health 3	斤	jīn	GT: jin	catty / (PRC) weight equal to 500 g / (Tw) weight equal to 600 g / (HK, Malaysia, Singapore) slightly over 604 g
Health 3	急	jí	GT: anxious	urgent / pressing / rapid / hurried / worried / to make (sb) anxious
Health 3	咳嗽	ké sou	GT: cough	to cough / CL: 陣｜阵
Health 3	抽烟	chōu yān	GT: smokes	to smoke (a cigarette, tobacco)
Health 3	咳	hāi	GT: cough	sound of sighing || cough
Health 3	嗽	sòu	GT: cough	cough
Health 3	抽	chōu	GT: Draw	to draw out / to pull out from in between / to remove part of the whole / (of certain plants) to sprout or bud / to whip or thrash
Health 3	烟	yān	GT: smoke	cigarette or pipe tobacco / CL: 根 / smoke / mist / vapour / CL: 縷｜缕 / tobacco plant / (of the eyes) to be irritated by smoke
Travel 3	际	jì	GT: The occasion	border / edge / boundary / interval / between / inter- / to meet / time / occasion / to meet with (circumstances)
Travel 3	柜	jǔ	GT: cabinet	Salix multinervis || cupboard / cabinet / wardrobe
Travel 3	转	zhuǎi	GT: turn	see 轉文｜转文 || to turn / to change direction / to transfer / to forward (mail) || to revolve / to turn / to circle about / to walk about / classifier for revolutions (per minute etc): revs, rpm / classifier for repeated actions
Travel 3	转机	zhuǎn jī	GT: Connection	(to take) a turn for the better / to change planes
Travel 3	柜台	guì tái	GT: counter	sales counter / front desk / bar / (of markets, medicines etc) OTC (over-the-counter)
Travel 3	国际	guó jì	GT: International	international
Travel 3	换钱	huàn qián	GT: Change money	to change money / to sell
Travel 3	银行	yín háng	GT: bank	bank / CL: 家, 個｜个
Travel 3	充电	chōng diàn	GT: Charging	to recharge batteries / fig. to rest and recuperate
Travel 3	国内	guó nèi	GT: domestic	domestic / internal (to a country) / civil
Travel 3	银	yín	GT: silver	silver / silver-colored / relating to money or currency
Travel 3	充	chōng	GT: Charge	to fill / to satisfy / to fulfill / to act in place of / substitute / sufficient / full
Travel 3	内	nèi	GT: Inside	inside / inner / internal / within / interior
Travel 3	充值	chōng zhí	GT: Recharge	to recharge (money onto a card)
Travel 3	漫游	màn yóu	GT: roaming	to travel around / to roam / (mobile telephony) roaming
Travel 3	电话卡	diàn huà kǎ	GT: phone card	telephone card
Travel 3	值	zhí	GT: value	value / (to be) worth / to happen to / to be on duty
Travel 3	订房	dìng fáng	GT: Booking	to reserve a room
Travel 3	退房	tuì fáng	GT: check out	to check out of a hotel room
Travel 3	取消	qǔ xiāo	GT: cancel	to cancel / cancellation
Travel 3	导游	dǎo yóu	GT: Tourist guide	tour guide / guidebook / to conduct a tour
Travel 3	取	qǔ	GT: take	to take / to get / to choose / to fetch
Travel 3	导	dǎo	GT: guide	to transmit / to lead / to guide / to conduct / to direct
Travel 3	消	xiāo	GT: Eliminate	to disappear / to vanish / to eliminate / to spend (time) / have to / need
Languages 3	答	dā	GT: answer	to answer / to agree || reply / answer / return / respond / echo
Languages 3	句	jù	GT: sentence	sentence / clause / phrase / classifier for phrases or lines of verse
Languages 3	简	jiǎn	GT: simple	simple / uncomplicated / letter / to choose / to select / bamboo strips used for writing (old)
Languages 3	简单	jiǎn dān	GT: simple	simple / not complicated
Languages 3	句子	jù zi	GT: sentence	sentence / CL: 個｜个
Languages 3	回答	huí dá	GT: Reply	to reply / to answer / the answer / CL: 個｜个
Languages 3	词典	cí diǎn	GT: dictionary	dictionary (of Chinese compound words) / also written 辭典｜辞典 / CL: 部, 本
Languages 3	应用	yìng yòng	GT: application	to use / to apply / application / applicable
Languages 3	语法	yǔ fǎ	GT: grammar	grammar
Languages 3	流利	liú lì	GT: fluent	fluent
Languages 3	词	cí	GT: word	word / statement / speech / lyrics / CL: 組｜组, 個｜个 / a form of lyric poetry, flourishing in the Song dynasty 宋朝 / CL: 首
Languages 3	流	liú	GT: flow	to flow / to disseminate / to circulate or spread / to move or drift / to degenerate / to banish or send into exile / stream of water or sth resembling one / class, rate or grade
Languages 3	典	diǎn	GT: Code	canon / law / standard work of scholarship / literary quotation or allusion / ceremony / to be in charge of / to mortgage or pawn
Languages 3	下载	xià zǎi	GT: download	to download / also pr. [xia4 zai4]
Languages 3	多邻国	duō lín guó	GT: Duolingo	duolingo
Languages 3	翻译	fān yì	GT: translation	to translate / to interpret / translator / interpreter / translation / interpretation / CL: 個｜个, 位, 名
Languages 3	翻	fān	GT: turn	to turn over / to flip over / to overturn / to rummage through / to translate / to decode / to double / to climb over or into / to cross
Languages 3	载	zǎi	GT: Load	to record in writing / to carry (i.e. publish in a newspaper etc) / Taiwan pr. [zai4] / year || to carry / to convey / to load / to hold / to fill up / and / also / as well as / simultaneously
Languages 3	译	yì	GT: Translate	to translate / to interpret
House	把	bǎ	GT: The	to hold / to contain / to grasp / to take hold of / handle / particle marking the following noun as a direct object / classifier for objects with handle / classifier for small objects: handful || handle
House	灯	dēng	GT: light	lamp / light / lantern / CL: 盞｜盏
House	空调	kōng tiáo	GT: air conditioning	air conditioning / air conditioner (including units that have a heating mode) / CL: 臺｜台
House	画	huà	GT: painting	to draw / picture / painting / CL: 幅, 張｜张 / classifier for paintings etc / variant of 劃｜划
House	厨房	chú fáng	GT: kitchen	kitchen / CL: 間｜间
House	客厅	kè tīng	GT: living room	drawing room (room for arriving guests) / living room / CL: 間｜间
House	厨	chú	GT: Kitchen	kitchen
House	厅	tīng	GT: hall	(reception) hall / living room / office / provincial government department
House	客人	kè rén	GT: The guests	visitor / guest / customer / client / CL: 位
House	打扫	dǎ sǎo	GT: clean	to clean / to sweep
House	干净	gān jìng	GT: clean	clean / neat
House	扫	sǎo	GT: sweep	to sweep || broom
House	净	jìng	GT: net	clean / completely / only / net (income, exports etc) / (Chinese opera) painted face male role
House	电梯	diàn tī	GT: elevator	elevator / escalator / CL: 臺｜台, 部
House	坏	huài	GT: Bad	bad / spoiled / broken / to break down / (suffix) to the utmost
House	被	bèi	GT: Is	quilt / by / (indicates passive-voice clauses) / (literary) to cover / to meet with
House	厕所	cè suǒ	GT: WC	toilet / lavatory / CL: 間｜间, 處｜处
House	厕	cè	GT: toilet	restroom / toilet / lavatory || see 茅廁｜茅厕
House	梯	tī	GT: ladder	ladder / stairs
Exam	寒	hán	GT: cold	cold / poor / to tremble
Exam	暑	shǔ	GT: Heat	heat / hot weather / summer heat
Exam	复	fù	GT: complex	to go and return / to return / to resume / to return to a normal or original state / to repeat / again / to recover / to restore / to turn over / to reply / to answer / to reply to a letter / to retaliate / to carry out || to repeat / to double / to overlap / complex (not simple) / compound / composite / double / diplo- / duplicate / overlapping / to duplicate
Exam	记得	jì de	GT: remember	to remember
Exam	复习	fù xí	GT: review	to review / revision / CL: 次
Exam	数学	shù xué	GT: mathematics	mathematics / mathematical
Exam	放假	fàng jià	GT: holiday	to have a holiday or vacation
Exam	暑假	shǔ jià	GT: summer vacation	summer vacation / CL: 個｜个
Exam	寒假	hán jià	GT: winter vacation	winter vacation
Exam	终于	zhōng yú	GT: at last	at last / in the end / finally / eventually
Exam	结束	jié shù	GT: End	termination / to finish / to end / to conclude / to close
Exam	放松	fàng sōng	GT: Relax	to loosen / to relax
Exam	大学	dà xué	GT: the University	the Great Learning, one of the Four Books 四書｜四书 in Confucianism || university / college / CL: 所
Exam	终	zhōng	GT: end	end / finish
Exam	于	yú	GT: to	surname Yu || to go / to take / sentence-final interrogative particle / variant of 於｜于 || in / at / to / from / by / than / out of
Exam	束	shù	GT: bundle	surname Shu || to bind / bunch / bundle / classifier for bunches, bundles, beams of light etc / to control
Exam	成绩	chéng jì	GT: Achievement	achievement / performance records / grades / CL: 項｜项, 個｜个
Exam	担心	dān xīn	GT: worry	anxious / worried / uneasy / to worry / to be anxious
Exam	专业	zhuān yè	GT: profession	specialty / specialized field / main field of study (at university) / major / CL: 門｜门, 個｜个 / professional
Exam	担	dān	GT: Dan	to undertake / to carry / to shoulder / to take responsibility || picul (100 catties, 50 kg) / two buckets full / carrying pole and its load / classifier for loads carried on a shoulder pole
Exam	专	zhuān	GT: Special	for a particular person, occasion, purpose / focused on one thing / special / expert / particular (to sth) / concentrated / specialized
Exam	绩	jì	GT: Merit	to spin (hemp etc) / merit / accomplishment / Taiwan pr. [ji1]
Travel 4	景	jǐng	GT: view	surname Jing || bright / circumstance / scenery
Travel 4	街	jiē	GT: street	street / CL: 條｜条
Travel 4	地图	dì tú	GT: map	map / CL: 張｜张, 本
Travel 4	街道	jiē dào	GT: street	street / CL: 條｜条 / subdistrict / residential district
Travel 4	红绿灯	hóng lǜ dēng	GT: traffic light	traffic light / traffic signal
Travel 4	风景	fēng jǐng	GT: landscape	scenery / landscape / CL: 個｜个
Travel 4	司机	sī jī	GT: driver	chauffeur / driver / CL: 個｜个
Travel 4	接	jiē	GT: Meet	to receive / to answer (the phone) / to meet or welcome sb / to connect / to catch / to join / to extend / to take one's turn on duty / to take over for sb
Travel 4	免费	miǎn fèi	GT: free	free (of charge)
Travel 4	打车	dǎ chē	GT: A taxi	to take a taxi (in town) / to hitch a lift
Travel 4	观光	guān guāng	GT: go sightseeing	to tour / sightseeing / tourism
Travel 4	免	miǎn	GT: Avoid	to excuse sb / to exempt / to remove or dismiss from office / to avoid / to avert / to escape / to be prohibited
Travel 4	观	guàn	GT: Watch	surname Guan || to look at / to watch / to observe / to behold / to advise / concept / point of view / outlook || Taoist monastery / palace gate watchtower / platform
Travel 4	光	guāng	GT: Light	light / ray / CL: 道 / bright / only / merely / to use up
Travel 4	小心	xiǎo xīn	GT: Be careful	to be careful / to take care
Travel 4	时差	shí chā	GT: jet lag	time difference / time lag / jet lag
Travel 4	马路	mǎ lù	GT: road	street / road / CL: 條｜条
Travel 4	参观	cān guān	GT: Visit	to look around / to tour / to visit
Travel 4	博物馆	bó wù guǎn	GT: museum	museum
Travel 4	博	bó	GT: Rich	extensive / ample / rich / obtain / aim / to win / to get / plentiful / to gamble
Travel 4	安排	ān pái	GT: arrangement	to arrange / to plan / to set up / arrangements / plans
Travel 4	活动	huó dòng	GT: activity	to exercise / to move about / to operate / to use connections (personal influence) / loose / shaky / active / movable / activity / campaign / maneuver / behavior / CL: 項｜项, 個｜个
Travel 4	表演	biǎo yǎn	GT: Performance	play / show / performance / exhibition / to perform / to act / to demonstrate / CL: 場｜场
Travel 4	海边	hǎi biān	GT: seaside	coast / seaside / seashore / beach
Travel 4	活	huó	GT: live	to live / alive / living / work / workmanship
Travel 4	演	yǎn	GT: play	to develop / to evolve / to practice / to perform / to play / to act
Communication 2	邮	yóu	GT: mail	post (office) / mail
Communication 2	刚才	gāng cái	GT: Just now	just now / a moment ago || (just) a moment ago
Communication 2	电子邮件	diàn zǐ yóu jiàn	GT: e-mail	email / CL: 封, 份
Communication 2	主要	zhǔ yào	GT: main	main / principal / major / primary
Communication 2	短信	duǎn xìn	GT: SMS	text message / SMS
Communication 2	关于	guān yú	GT: on	pertaining to / concerning / with regard to / about / a matter of
Communication 2	主	zhǔ	GT: the Lord	owner / master / host / individual or party concerned / God / Lord / main / to indicate or signify / trump card (in card games)
Communication 2	登录	dēng lù	GT: log in	to register / to log in
Communication 2	密码	mì mǎ	GT: password	secret code / ciphertext / password / PIN
Communication 2	信号	xìn hào	GT: signal	signal
Communication 2	登	dēng	GT: Ascend	to scale (a height) / to ascend / to mount / to publish or record / to enter (e.g. in a register) / to press down with the foot / to step or tread on / to put on (shoes or trousers) (dialect) / to be gathered and taken to the threshing ground (old)
Communication 2	密	mì	GT: dense	surname Mi / name of an ancient state || secret / confidential / close / thick / dense
Communication 2	录	lù	GT: record	surname Lu || diary / record / to hit / to copy
Communication 2	段	duàn	GT: segment	surname Duan || paragraph / section / segment / stage (of a process) / classifier for stories, periods of time, lengths of thread etc
Communication 2	其实	qí shí	GT: in fact	actually / in fact / really
Communication 2	过去	guò qù	GT: past	(in the) past / former / previous / to go over / to pass by || (verb suffix)
Communication 2	谈	tán	GT: talk	surname Tan || to speak / to talk / to converse / to chat / to discuss
Communication 2	实	shí	GT: real	real / true / honest / really / solid / fruit / seed / definitely
Work 2	同意	tóng yì	GT: agree	to agree / to consent / to approve
Work 2	决定	jué dìng	GT: Decide	to decide (to do something) / to resolve / decision / CL: 個｜个, 項｜项 / certainly
Work 2	根据	gēn jù	GT: according to	according to / based on / basis / foundation / CL: 個｜个
Work 2	升职	shēng zhí	GT: Promotion	to get promoted (at work etc) / promotion
Work 2	根	gēn	GT: root	root / basis / classifier for long slender objects, e.g. cigarettes, guitar strings / CL: 條｜条 / radical (chemistry)
Work 2	据	jū	GT: according to	see 拮据 || according to / to act in accordance with / to depend on / to seize / to occupy
Work 2	升	shēng	GT: Rise	to ascend / to rise to the rank of / to promote / to hoist / liter / measure for dry grain equal to one-tenth dou 斗
Work 2	职	zhí	GT: Office	office / duty
Work 2	满意	mǎn yì	GT: satisfaction	satisfied / pleased / to one's satisfaction
Work 2	认为	rèn wéi	GT: think	to believe / to think / to consider / to feel
Work 2	出差	chū chāi	GT: On a business trip	to go on an official or business trip
Work 2	表现	biǎo xiàn	GT: which performed	to show / to show off / to display / to manifest / expression / manifestation / show / display / performance (at work etc) / behavior
Work 2	满	mǎn	GT: full	Manchu ethnic group || to fill / full / filled / packed / fully / completely / quite / to reach the limit / to satisfy / satisfied / contented
Work 2	老板	lǎo bǎn	GT: boss	Robam (brand) || boss / business proprietor / CL: 個｜个
Work 2	麻烦	má fan	GT: trouble	inconvenient / troublesome / annoying / to trouble or bother sb / to put sb to trouble
Work 2	开会	kāi huì	GT: Meetings	to hold a meeting / to attend a meeting
Work 2	面试	miàn shì	GT: Interview	to be interviewed (as a candidate) / interview
Work 2	烦	fán	GT: bother	to feel vexed / to bother / to trouble / superfluous and confusing / edgy
Festivals	饼	bǐng	GT: cake	round flat cake / cookie / cake / pastry / CL: 張｜张
Festivals	月亮	yuè liang	GT: moon	the moon
Festivals	月饼	yuè bǐng	GT: moon cake	mooncake (esp. for the Mid-Autumn Festival)
Festivals	中秋节	zhōng qiū jié	GT: Mid-Autumn Festival	the Mid-Autumn Festival on 15th of 8th lunar month
Festivals	圆	yuán	GT: circle	circle / round / circular / spherical / (of the moon) full / unit of Chinese currency (Yuan) / tactful / to justify
Festivals	恭喜	gōng xǐ	GT: Congratulation	congratulations / greetings
Festivals	红包	hóng bāo	GT: Red envelope	money wrapped in red as a gift / bonus payment / kickback / bribe
Festivals	汤圆	tāng yuán	GT: Dumpling	boiled balls of glutinous rice flour, eaten during the Lantern Festival
Festivals	聚会	jù huì	GT: get together	party / gathering / to meet / to get together
Festivals	发财	fā cái	GT: Make a fortune	to get rich
Festivals	恭	gōng	GT: Respectful	respectful
Festivals	聚	jù	GT: Gather	to congregate / to assemble / to mass / to gather together / to amass / to polymerize
Festivals	财	cái	GT: fiscal	money / wealth / riches / property / valuables
Festivals	端午节	duān wǔ jié	GT: Dragon boat festival	Dragon Boat Festival (5th day of the 5th lunar month)
Festivals	粽子	zòng zi	GT: Zongzi	glutinous rice and choice of filling wrapped in leaves and boiled
Festivals	划	huá	GT: Draw	to row / to paddle / profitable / worth (the effort) / it pays (to do sth) || to cut / to slash / to scratch (cut into the surface of sth) / to strike (a match) || to delimit / to transfer / to assign / to plan / to draw (a line) / stroke of a Chinese character
Festivals	龙舟	lóng zhōu	GT: Dragon Boat	dragon boat / imperial boat
Festivals	端	duān	GT: end	end / extremity / item / port / to hold sth level with both hands / to carry / regular
Festivals	粽	zòng	GT: Dumplings	rice dumplings wrapped in leaves
Festivals	龙	lóng	GT: Dragon	surname Long || dragon / CL: 條｜条 / imperial
Festivals	舟	zhōu	GT: boat	boat
Gourmet 2	珠	zhū	GT: Pearl	bead / pearl / CL: 粒, 顆｜颗
Gourmet 2	汤	tāng	GT: soup	surname Tang || rushing current || soup / hot or boiling water / decoction of medicinal herbs / water in which sth has been boiled
Gourmet 2	酸	suān	GT: acid	sour / tart / sick at heart / grieved / sore / aching / pedantic / impractical / an acid
Gourmet 2	珍	zhēn	GT: Treasure	precious thing / treasure / culinary delicacy / rare / valuable / to value highly
Gourmet 2	珍珠奶茶	zhēn zhū nǎi chá	GT: Pearl milk tea	pearl milk tea / tapioca milk tea / bubble milk tea
Gourmet 2	酸辣汤	suān là tāng	GT: Hot and sour soup	hot and sour soup / sour and spicy soup
Gourmet 2	北京烤鸭	běi jīng kǎo yā	GT: Peking duck	Peking Duck
Gourmet 2	春卷	chūn juǎn	GT: Spring Rolls	egg roll / spring roll
Gourmet 2	豆花	dòu huā	GT: Curd	jellied tofu / soft bean curd
Gourmet 2	烤	kǎo	GT: grilled	to roast / to bake / to broil
Gourmet 2	鸭	yā	GT: duck	duck / CL: 隻｜只 / (slang) male prostitute
Gourmet 2	卷	juǎn	GT: volume	to roll up / roll / classifier for small rolled things (wad of paper money, movie reel etc) || scroll / book / volume / chapter / examination paper / classifier for books, paintings: volume, scroll || to roll (up) / to sweep up / to carry on / roll
Gourmet 2	宫保鸡丁	gōng bǎo jī dīng	GT: Kung Pao Chicken	Kung Pao Chicken / spicy diced chicken
Gourmet 2	卤肉饭	lǔ ròu fàn	GT: Braised pork on rice	Braised pork on rice
Gourmet 2	馒头	mán tou	GT: steamed bread	steamed roll / steamed bun / steamed bread / CL: 個｜个
Gourmet 2	保	bǎo	GT: Insurance	Bulgaria / Bulgarian / abbr. for 保加利亞｜保加利亚 || to defend / to protect / to keep / to guarantee / to ensure
Gourmet 2	卤	lǔ	GT: halogen	to stew in soy sauce and spices || alkaline soil / salt / brine / halogen (chemistry) / crass / stupid
Gourmet 2	馒	mán	GT: steamed bread	steamed bread
Gourmet 2	丁	dīng	GT: Ding	surname Ding || fourth of the ten Heavenly Stems 十天干 / fourth in order / letter 'D' or roman 'IV' in list 'A, B, C', or 'I, II, III' etc / ancient Chinese compass point: 195° / butyl / cubes (of food)
Internet Slang	豪	háo	GT: Howe	grand / heroic
Internet Slang	宅	zhái	GT: House	residence / (coll.) to stay in at home / to hang around at home
Internet Slang	土	tǔ	GT: soil	Tu (ethnic group) / surname Tu || earth / dust / clay / local / indigenous / crude opium / unsophisticated / one of the eight ancient musical instruments 八音
Internet Slang	土豪	tǔ háo	GT: Local tycoon	local tyrant / local strong man / (slang) nouveau riche
Internet Slang	吃货	chī huò	GT: Food goods	chowhound / foodie / a good-for-nothing
Internet Slang	宅男	zhái nán	GT: Takuotoko	a guy who stays at home all the time, typically spending a lot of time playing online games (derived from Japanese 'otaku')
Internet Slang	菜鸟	cài niǎo	GT: Rookie	(coll.) sb new to a particular subject / rookie / beginner / newbie
Internet Slang	美图	měi tú	Chinese photography editing app	
Internet Slang	萌	méng	GT: Sprout	to sprout / to bud / to have a strong affection for (slang) / adorable (loanword from Japanese 萌え moe, slang describing affection for a cute character)
Internet Slang	自拍	zì pāi	GT: Selfie	to take a picture or video of oneself
Internet Slang	囧	jiǒng	GT: Oops	variant of 冏 / used as emoticon ('smiley') meaning embarrassed, sad :-(, depressed or frustrated
Internet Slang	美眉	měi méi	GT: Meimei	(coll.) pretty girl
Internet Slang	高富帅	gāo fù shuài	GT: Tall, rich and handsome	Mr Perfect (i.e. tall, rich and handsome) (Internet slang)
Internet Slang	眉	méi	GT: eyebrow	eyebrow / upper margin
Internet Slang	富	fù	GT: rich	surname Fu || rich / abundant / wealthy
Internet Slang	微博	wēi bó	GT: BiHiroshi	micro-blogging / microblog
Internet Slang	微信	wēi xìn	GT: Micro letter	Weixin or WeChat (mobile text and voice messaging service developed by Tencent 騰訊｜腾讯)
Internet Slang	朋友圈	péng you quān	GT: Circle of friends	Moments (social networking function of smartphone app WeChat 微信)
Internet Slang	微	wēi	GT: micro-	surname Wei / ancient Chinese state near present day Chongqing / Taiwan pr. [Wei2] || tiny / miniature / slightly / profound / abtruse / to decline / one millionth part of / micro- / Taiwan pr. [wei2]
Internet Slang	圈	juān	GT: ring	to confine / to lock up / to pen in || pen (pig) / a fold || circle / ring / loop / classifier for loops, orbits, laps of race etc / CL: 個｜个 / to surround / to circle
Internet Slang	关注	guān zhù	GT: attention	to pay attention to / to follow sth closely / concern / interest / attention
Internet Slang	赞	zàn	GT: awesome	to patronize / to support / to praise / (Internet slang) to like (an online post on Facebook etc)
Internet Slang	转发	zhuǎn fā	GT: Forwarded	to transmit / to forward (mail, SMS, packets of data) / to pass on / to republish (an article from another publication)
Internet Slang	好友	hǎo yǒu	GT: Friends	close friend / pal / (social networking website) friend / CL: 個｜个
Internet Slang	粉丝	fěn sī	GT: Fans	bean vermicelli / mung bean starch noodles / Chinese vermicelli / cellophane noodles / CL: 把 / fan (loanword) / enthusiast for sb or sth
Internet Slang	分享	fēn xiǎng	GT: share it	to share (let others have some of sth good)
Internet Slang	评论	píng lùn	GT: comment	to comment on / to discuss / comment / commentary / CL: 篇
Internet Slang	粉	fěn	GT: powder	powder / cosmetic face powder / food prepared from starch / noodles or pasta made from any kind of flour / whitewash / white / pink
Internet Slang	丝	sī	GT: wire	silk / thread / trace / (cuisine) shreds or julienne strips / CL: 條｜条 / classifier: a thread (of cloud, smoke etc), a bit, an iota, a hint (of sth) etc
Internet Slang	享	xiǎng	GT: enjoy	to enjoy / to benefit / to have the use of
Internet Slang	评	píng	GT: Review	to discuss / to comment / to criticize / to judge / to choose (by public appraisal)
Internet Slang	论	lún	GT: s	abbr. for 論語｜论语, The Analects (of Confucius) || opinion / view / theory / doctrine / to discuss / to talk about / to regard / to consider / per / by the (kilometer, hour etc)
Business 1	销	xiāo	GT: pin	to melt (metal) / to cancel or annul / to sell / to spend / to fasten with a bolt / bolt or pin
Business 1	收据	shōu jù	GT: receipt	receipt / CL: 張｜张
Business 1	报销	bào xiāo	GT: Submit an expense account	to submit an expense account / to apply for reimbursement / to write off / to wipe out
Business 1	费用	fèi yòng	GT: cost	cost / expenditure / expense / CL: 筆｜笔, 個｜个
Business 1	尽快	jǐn kuài	GT: ASAP	as quickly as possible / as soon as possible / with all speed || see 儘快｜尽快
Business 1	回复	huí fù	GT: Reply	to reply / to recover / to return (to a previous condition) / Re: in reply to (email)
Business 1	报告	bào gào	GT: report	to inform / to report / to make known / report / speech / talk / lecture / CL: 篇, 份, 個｜个, 通
Business 1	协议	xié yì	GT: protocol	agreement / pact / protocol / CL: 項｜项
Business 1	尽	jǐn	GT: Exhausted	to the greatest extent / (when used before a noun of location) furthest or extreme / to be within the limits of / to give priority to || to use up / to exhaust / to end / to finish / to the utmost / exhausted / finished / to the limit (of sth) / all / entirely
Business 1	协	xié	GT: Assist	to cooperate / to harmonize / to help / to assist / to join
Business 1	合同	hé tong	GT: contract	(business) contract / CL: 個｜个
Business 1	项目	xiàng mù	GT: project	item / project / (sports) event / CL: 個｜个
Business 1	签名	qiān míng	GT: signature	to sign (one's name with a pen etc) / to autograph / signature
Business 1	汇报	huì bào	GT: report	to report / to give an account of / to collect information and report back || to report / to give an account of / report
Business 1	合	gě	GT: Close	100 ml / one-tenth of a peck / measure for dry grain equal to one-tenth of sheng 升 or liter, or one-hundredth dou 斗 || to close / to join / to fit / to be equal to / whole / together / round (in battle) / conjunction (astronomy) / 1st note of pentatonic scale / old variant of 盒
Business 1	项	xiàng	GT: item	surname Xiang || back of neck / item / thing / term (in a mathematical formula) / sum (of money) / classifier for principles, items, clauses, tasks, research projects etc
Business 1	汇	huì	GT: exchange	to remit / to converge (of rivers) / to exchange || class / collection
Business 1	广告	guǎng gào	GT: ad	to advertise / a commercial / advertisement / CL: 項｜项
Business 1	预算	yù suàn	GT: budget	budget
Business 1	资本	zī běn	GT: capital	capital (economics)
Business 1	低	dī	GT: low	low / beneath / to lower (one's head) / to let droop / to hang down / to incline
Business 1	广	guǎng	GT: wide	surname Guang || wide / numerous / to spread
Business 1	资	zī	GT: Capital	resources / capital / to provide / to supply / to support / money / expense
Business 2	险	xiǎn	GT: risk	danger / dangerous / rugged
Business 2	投	tóu	GT: cast	to cast / to send / to throw oneself (into the river etc) / to seek refuge / to place oneself into the hands of
Business 2	保险	bǎo xiǎn	GT: Insurance	insurance / to insure / safe / secure / be sure / be bound to / CL: 份
Business 2	风险	fēng xiǎn	GT: risk	risk / hazard
Business 2	投资	tóu zī	GT: investment	investment / to invest
Business 2	律师	lǜ shī	GT: lawyer	lawyer
Business 2	版权	bǎn quán	GT: copyright	copyright
Business 2	咨询	zī xún	GT: advisory	to consult / to seek advice / consultation / (sales) inquiry (formal)
Business 2	律	lǜ	GT: law	surname Lü || law
Business 2	版	bǎn	GT: Version	a register / block of printing / edition / version / page
Business 2	咨	zī	GT: Advisory	to consult
Business 2	权	quán	GT: right	surname Quan || authority / power / right / (literary) to weigh / expedient / temporary
Business 2	询	xún	GT: Query	to ask about / to inquire about
Business 2	保持	bǎo chí	GT: maintain	to keep / to maintain / to hold / to preserve
Business 2	联系	lián xì	GT: contact	connection / contact / relation / to get in touch with / to integrate / to link / to touch
Business 2	联	lián	GT: United	to ally / to unite / to join / (poetry) antithetical couplet
Business 2	持	chí	GT: hold	to hold / to grasp / to support / to maintain / to persevere / to manage / to run (i.e. administer) / to control
Business 2	合作	hé zuò	GT: Cooperation	to cooperate / to collaborate / to work together / cooperation / CL: 個｜个
Business 2	愉快	yú kuài	GT: happy	cheerful / cheerily / delightful / pleasant / pleasantly / pleasing / happy / delighted
Business 2	辛苦	xīn kǔ	GT: hard	exhausting / hard / tough / arduous / to work hard / to go to a lot of trouble / hardship(s)
Business 2	感谢	gǎn xiè	GT: thank	(express) thanks / gratitude / grateful / thankful / thanks
